COBERTURA DROPI GENERAL CON RECUADO,,,,,
,,,,,
CODIGO POSTAL,ESTADO,ALCALDIA/MUNICIPIO,COLONIA,ESTADO,ALCALDIA/MUNICIPIO
72480,PUEBLA,PUEBLA,LAS CARMELITAS,,
72480,PUEBLA,PUEBLA,VILLAS DE SAN FRANCISCO MAYORAZGO,,
72480,PUEBLA,PUEBLA,EX-HACIENDA MAYORAZGO,,
72480,PUEBLA,PUEBLA,MISIÓN DEL MAYORAZGO,,
72482,PUEBLA,PUEBLA,LAS MERCEDES II,,
72483,PUEBLA,PUEBLA,TRES CERRITOS,,
72483,PUEBLA,PUEBLA,HABITAD PARA LA HUMANIDAD DE MÉXICO,,
72484,PUEBLA,PUEBLA,PASEOS DEL RÍO,,
72490,PUEBLA,PUEBLA,2DA. AMPLIACIÓN GUADALUPE HIDALGO,,
72490,PUEBLA,PUEBLA,ARBOLEDAS DEL PEDREGAL,,
72490,PUEBLA,PUEBLA,CABAÑAS DE SANTA MARÍA,,
72490,PUEBLA,PUEBLA,GRANJAS PUEBLA,,
72490,PUEBLA,PUEBLA,GUADALUPE HIDALGO,,
72490,PUEBLA,PUEBLA,LOMAS DE CASTILLOTLA,,
72490,PUEBLA,PUEBLA,SAN RAMÓN 1A SECCIÓN,,
72490,PUEBLA,PUEBLA,SAN RAMÓN 2A SECCIÓN,,
72490,PUEBLA,PUEBLA,SAN RAMÓN 3A SECCIÓN,,
72490,PUEBLA,PUEBLA,SAN RAMÓN 4A SECCIÓN,,
72490,PUEBLA,PUEBLA,INFONAVIT AGUA SANTA,,
72490,PUEBLA,PUEBLA,S.U.T.E.R.M.,,
72490,PUEBLA,PUEBLA,INFONAVIT FUENTES DE SAN BARTOLO,,
72490,PUEBLA,PUEBLA,LUIS DONALDO COLOSIO,,
72490,PUEBLA,PUEBLA,NUEVO PLAN DE AYALA,,
72490,PUEBLA,PUEBLA,UNIDAD ANTORCHISTA,,
72490,PUEBLA,PUEBLA,LOMAS DEL SOL,,
72490,PUEBLA,PUEBLA,VILLAS PERISUR,,
72490,PUEBLA,PUEBLA,FELIPE CARRILLO PUERTO,,
72490,PUEBLA,PUEBLA,EL TRIUNFO,,
72490,PUEBLA,PUEBLA,NUEVA DEMOCRACIA,,
72490,PUEBLA,PUEBLA,LOMAS DE SAN VALENTÍN,,
72490,PUEBLA,PUEBLA,HACIENDA EL COBRE,,
72490,PUEBLA,PUEBLA,ANTIGUA HACIENDA,,
72490,PUEBLA,PUEBLA,MARBELLA,,
72490,PUEBLA,PUEBLA,LA GIRALDA,,
72490,PUEBLA,PUEBLA,AMPLIACIÓN UNIÓN ANTORCHISTA,,
72490,PUEBLA,PUEBLA,HACIENDA DEL SUR II,,
72490,PUEBLA,PUEBLA,HACIENDA DEL SUR,,
72490,PUEBLA,PUEBLA,JOYAS DEL SUR,,
72490,PUEBLA,PUEBLA,LOMAS DE ATOYAC,,
72490,PUEBLA,PUEBLA,LOS LIMONES,,
72490,PUEBLA,PUEBLA,MAGISTERIAL PERIFERICO SUR,,
72490,PUEBLA,PUEBLA,VILLAS DIAMANTE II,,
72490,PUEBLA,PUEBLA,VILLAS SAN ANTONIO IV,,
72490,PUEBLA,PUEBLA,VILLAS DEL SOL,,
72490,PUEBLA,PUEBLA,HACIENDA EL COBRE 3A. SECCIÓN,,
72490,PUEBLA,PUEBLA,LOS CEREZOS,,
72490,PUEBLA,PUEBLA,RINCÓN DE LOS CIPRESES,,
72490,PUEBLA,PUEBLA,2A. AMPLIACIÓN UNIÓN ANTORCHISTA,,
72490,PUEBLA,PUEBLA,REGINA,,
72490,PUEBLA,PUEBLA,LA CHISPA,,
72490,PUEBLA,PUEBLA,VILLAS EL ENSUEÑO,,
72492,PUEBLA,PUEBLA,INFONAVIT SAN MIGUEL MAYORAZGO 1A SECCIÓN,,
72492,PUEBLA,PUEBLA,LAS MERCEDES,,
72494,PUEBLA,PUEBLA,3RA AMPLIACIÓN GUADALUPE HIDALGO,,
72494,PUEBLA,PUEBLA,HACIENDA EL COBRE 2A. SECCIÓN,,
72494,PUEBLA,PUEBLA,CONCEPCIÓN SUR,,
72494,PUEBLA,PUEBLA,PEDREGAL DE GUADALUPE HIDALGO,,
72494,PUEBLA,PUEBLA,SAN ALFONSO,,
72494,PUEBLA,PUEBLA,SAN JOSÉ CHAPULCO,,
72494,PUEBLA,PUEBLA,LOS HÉROES DE PUEBLA II,,
72494,PUEBLA,PUEBLA,HACIENDA SAN JOSÉ 3A. SECCIÓN,,
72494,PUEBLA,PUEBLA,MAGISTERIAL CHAPULCO,,
72494,PUEBLA,PUEBLA,VICTOR PUEBLA,,
72496,PUEBLA,PUEBLA,LOMAS DE SAN RAMÓN,,
72498,PUEBLA,PUEBLA,PRADOS DEL SUR,,
72498,PUEBLA,PUEBLA,SAN ISIDRO CASTILLOTLA,,
72498,PUEBLA,PUEBLA,2 DE OCTUBRE,,
72498,PUEBLA,PUEBLA,JARDINES DE CASTILLOTLA,,
72498,PUEBLA,PUEBLA,JARDINES DE JUAN BOSCO,,
72498,PUEBLA,PUEBLA,PASEOS DE CASTILLOTLA,,
72498,PUEBLA,PUEBLA,OCEANÍA,,
72498,PUEBLA,PUEBLA,JARDINES DE CASTILLOTLA 5A. SECCIÓN,,
72498,PUEBLA,PUEBLA,EDUCADORES,,
72498,PUEBLA,PUEBLA,VILLA DEL TRATADO,,
72498,PUEBLA,PUEBLA,FLOR DEL SUR,,
72498,PUEBLA,PUEBLA,INFONAVIT SAN RAMÓN,,
72498,PUEBLA,PUEBLA,JARDINES DE SAN RAMON,,
72498,PUEBLA,PUEBLA,SANTA CATARINA COATEPEC,,
72498,PUEBLA,PUEBLA,SAN BERNABE TEMOXTITLA,,
72498,PUEBLA,PUEBLA,VALLE DEL PARAÍSO,,
72498,PUEBLA,PUEBLA,GALAXIA CASTILLOTLA,,
72498,PUEBLA,PUEBLA,NUEVA JERUSALÉN,,
72498,PUEBLA,PUEBLA,VALLE DEL SUR,,
72498,PUEBLA,PUEBLA,GEOVILLAS CASTILLOTLA,,
72498,PUEBLA,PUEBLA,BOSQUES DE LA CAÑADA,,
72498,PUEBLA,PUEBLA,AMPLIACIÓN JARDINES DE JUAN BOSCO,,
72498,PUEBLA,PUEBLA,EL CASTILLO,,
72498,PUEBLA,PUEBLA,FEDERACIÓN CETEMISTA,,
72498,PUEBLA,PUEBLA,HACIENDA SAN DIEGO,,
72498,PUEBLA,PUEBLA,HACIENDA SAN DIEGO 2,,
72498,PUEBLA,PUEBLA,HACIENDA SANTA CLARA,,
72498,PUEBLA,PUEBLA,LA CARMELITA,,
72498,PUEBLA,PUEBLA,SAN AGUSTÍN,,
72498,PUEBLA,PUEBLA,SAN CARLOS CASTILLOTLA,,
72498,PUEBLA,PUEBLA,SANTA ISABEL CASTILLOTLA,,
72498,PUEBLA,PUEBLA,VILLAS REALES,,
72498,PUEBLA,PUEBLA,SAN ISIDRO CASTILLOTLA,,
72498,PUEBLA,PUEBLA,AMPLIACIÓN VALLE DEL PARAÍSO,,
72498,PUEBLA,PUEBLA,JARDÍN DE LOS PINOS,,
72498,PUEBLA,PUEBLA,JARDINES DE CASTILLOTLA,,
72498,PUEBLA,PUEBLA,LOS PINOS I,,
72498,PUEBLA,PUEBLA,LOS PINOS II,,
72498,PUEBLA,PUEBLA,HACIENDA DE CASTILLOTLA,,
72498,PUEBLA,PUEBLA,HACIENDA SANTA FE,,
72498,PUEBLA,PUEBLA,JARDINES DE SAN RAMÓN,,
72498,PUEBLA,PUEBLA,LOS PINOS,,
72498,PUEBLA,PUEBLA,LOS REYES,,
72498,PUEBLA,PUEBLA,SAN ISIDRO CASTILLOTLA SECCIÓN A,,
72500,PUEBLA,PUEBLA,BELLA VISTA,,
72500,PUEBLA,PUEBLA,SAN ÁNGEL,,
72500,PUEBLA,PUEBLA,BANCO DE PUEBLA,,
72501,PUEBLA,PUEBLA,AZCARATE,,
72503,PUEBLA,PUEBLA,BANDINI SECCIÓN,,
72504,PUEBLA,PUEBLA,PLAZA EUROPA,,
72505,PUEBLA,PUEBLA,ÁLVARO OBREGÓN,,
72510,PUEBLA,PUEBLA,JOSÉ LÓPEZ PORTILLO (CD.NIÑOS),,
72510,PUEBLA,PUEBLA,SEIS DE ENERO,,
72520,PUEBLA,PUEBLA,BOSQUES LA CALERA,,
72520,PUEBLA,PUEBLA,HÉROES DE PUEBLA,,
72520,PUEBLA,PUEBLA,LA CALERA,,
72520,PUEBLA,PUEBLA,LA JOYA,,
72520,PUEBLA,PUEBLA,VILLA ALEGRE,,
72520,PUEBLA,PUEBLA,EL MIRADOR (LA CALERA),,
72520,PUEBLA,PUEBLA,RINCONES DE LA CALERA,,
72520,PUEBLA,PUEBLA,JARDINES DE LA JOYA,,
72520,PUEBLA,PUEBLA,QUINTAS DEL BOSQUE,,
72523,PUEBLA,PUEBLA,LOMAS DEL PEDREGAL,,
72530,PUEBLA,PUEBLA,ANZURES,,
72530,PUEBLA,PUEBLA,LADRILLERA DE BENITEZ,,
72530,PUEBLA,PUEBLA,EL MIRADOR,,
72530,PUEBLA,PUEBLA,EL CARMEN,,
72530,PUEBLA,PUEBLA,LA TARJETA,,
72530,PUEBLA,PUEBLA,PLAZA DORADA,,
72532,PUEBLA,PUEBLA,MARÍA LUISA,,
72533,PUEBLA,PUEBLA,ANTIGUA FRANCISCO VILLA,,
72533,PUEBLA,PUEBLA,EL ÁNGEL,,
72534,PUEBLA,PUEBLA,HUEXOTITLA,,
72534,PUEBLA,PUEBLA,CARMEN HUEXOTITLA,,
72538,PUEBLA,PUEBLA,MOTOLINIA,,
72540,PUEBLA,PUEBLA,EL ESFUERZO NACIONAL,,
72540,PUEBLA,PUEBLA,INSURGENTES ORIENTE,,
72540,PUEBLA,PUEBLA,INFONAVIT LA FLOR,,
72540,PUEBLA,PUEBLA,SANTA MÓNICA,,
72540,PUEBLA,PUEBLA,VILLA LAS FLORES,,
72540,PUEBLA,PUEBLA,SAN IGNACIO,,
72543,PUEBLA,PUEBLA,ALSESECA,,
72550,PUEBLA,PUEBLA,LAS PALMAS,,
72550,PUEBLA,PUEBLA,SAN BALTAZAR CAMPECHE,,
72550,PUEBLA,PUEBLA,SAN BALTAZAR LINDAVISTA,,
72550,PUEBLA,PUEBLA,FOVISSSTE DAMISAR (SAN BALTAZAR CAMPECHE),,
72550,PUEBLA,PUEBLA,INSURGENTES CENTRO,,
72560,PUEBLA,PUEBLA,INFONAVIT LA MARGARITA,,
72560,PUEBLA,PUEBLA,LOS PILARES,,
72560,PUEBLA,PUEBLA,SANTA JULIA,,
72560,PUEBLA,PUEBLA,UNIDAD GUADALUPE,,
72560,PUEBLA,PUEBLA,VILLA SAN PABLO,,
72564,PUEBLA,PUEBLA,VILLA SATÉLITE CALERA,,
72564,PUEBLA,PUEBLA,LOS SOLES,,
72564,PUEBLA,PUEBLA,JARDINES DE LA MONTAÑA,,
72565,PUEBLA,PUEBLA,VALLE DEL SOL,,
72565,PUEBLA,PUEBLA,ARBOLEDAS DEL SUR,,
72567,PUEBLA,PUEBLA,VILLA CARMEL,,
72567,PUEBLA,PUEBLA,LAS BRISAS,,
72570,PUEBLA,PUEBLA,22 DE SEPTIEMBRE,,
72570,PUEBLA,PUEBLA,JARDINES DE SAN MANUEL,,
72570,PUEBLA,PUEBLA,LA HACIENDA,,
72570,PUEBLA,PUEBLA,CORONEL MIGUEL AUZA,,
72570,PUEBLA,PUEBLA,FOVISSSTE SAN MANUEL,,
72573,PUEBLA,PUEBLA,LOMAS SAN MIGUEL,,
72573,PUEBLA,PUEBLA,LA JOYA (ANEXO LOMAS SAN MIGUEL),,
72574,PUEBLA,PUEBLA,BRITANIA LA CALERA,,
72574,PUEBLA,PUEBLA,LOMAS DEL MÁRMOL,,
72574,PUEBLA,PUEBLA,JARDINES DE SAINT GERMAIN,,
72574,PUEBLA,PUEBLA,HERITAGE II,,
72575,PUEBLA,PUEBLA,PASEOS DEL BOSQUE,,
72575,PUEBLA,PUEBLA,SANTA MARÍA LA CALERA,,
72575,PUEBLA,PUEBLA,LOMAS SAN ALFONSO,,
72575,PUEBLA,PUEBLA,HERITAGE I,,
72575,PUEBLA,PUEBLA,LOMAS DEL ÁNGEL,,
72575,PUEBLA,PUEBLA,SANTA MARÍA LA CALERA,,
72580,PUEBLA,PUEBLA,LAGULENA,,
72580,PUEBLA,PUEBLA,LOS GAVILANES,,
72580,PUEBLA,PUEBLA,BUGAMBILIAS,,
72580,PUEBLA,PUEBLA,FUNDADORES,,
72580,PUEBLA,PUEBLA,SAN EZEQUIEL,,
72580,PUEBLA,PUEBLA,VESTA HERA,,
72582,PUEBLA,PUEBLA,LAS AVES,,
72582,PUEBLA,PUEBLA,LAS COLORADAS,,
72583,PUEBLA,PUEBLA,SAN RAFAEL XILOTZINGO,,
72583,PUEBLA,PUEBLA,RANCHO SAN JOSÉ XILOTZINGO,,
72583,PUEBLA,PUEBLA,SAN LUIS,,
72583,PUEBLA,PUEBLA,LOS CAPRICHOS,,
72583,PUEBLA,PUEBLA,ALCANFORES,,
72583,PUEBLA,PUEBLA,LOS FAISANES,,
72583,PUEBLA,PUEBLA,RESIDENCIAL XILOTZINGO,,
72583,PUEBLA,PUEBLA,SAN JUAN XILOTZINGO,,
72584,PUEBLA,PUEBLA,JARDINES DE SANTIAGO,,
72584,PUEBLA,PUEBLA,LOS TENORES,,
72584,PUEBLA,PUEBLA,RESIDENCIAL JHESHED,,
72584,PUEBLA,PUEBLA,EXHACIENDA CHAPULCO,,
72587,PUEBLA,PUEBLA,GRANJAS SAN ISIDRO,,
72587,PUEBLA,PUEBLA,LA MORA,,
72587,PUEBLA,PUEBLA,INFONAVIT SAN JORGE,,
72589,PUEBLA,PUEBLA,UNIVERSIDADES,,
72589,PUEBLA,PUEBLA,VILLA UNIVERSITARIA,,
72590,PUEBLA,PUEBLA,ARBOLEDAS DE SAN IGNACIO,,
72590,PUEBLA,PUEBLA,HACIENDA SAN JOSÉ,,
72590,PUEBLA,PUEBLA,INFONAVIT LUIS N. MORONES,,
72590,PUEBLA,PUEBLA,LAS GLORIAS,,
72590,PUEBLA,PUEBLA,UNIVERSIDAD,,
72590,PUEBLA,PUEBLA,LOS HÉROES DE PUEBLA,,
72590,PUEBLA,PUEBLA,SAN JOSÉ CARPINTERO,,
72590,PUEBLA,PUEBLA,VILLAS PERIFÉRICO,,
72590,PUEBLA,PUEBLA,BARRIOS DE ARBOLEDAS,,
72590,PUEBLA,PUEBLA,UNIVERSITARIA,,
72590,PUEBLA,PUEBLA,SAN MIGUEL,,
72590,PUEBLA,PUEBLA,BOSQUES DE LOS HÉROES,,
72592,PUEBLA,PUEBLA,CIUDAD UNIVERSITARIA,,
72593,PUEBLA,PUEBLA,INFONAVIT SAN JOSÉ XILOTZINGO,,
72593,PUEBLA,PUEBLA,RINCÓN DE SAN IGNACIO,,
72593,PUEBLA,PUEBLA,GEOVILLAS LOS ENCINOS,,
72593,PUEBLA,PUEBLA,MAGISTERIAL,,
72593,PUEBLA,PUEBLA,S.A.R.H. XILOTZINGO,,
72594,PUEBLA,PUEBLA,VISTA ALEGRE,,
72490,PUEBLA,PUEBLA,LUNA,,
72500,PUEBLA,PUEBLA,ANALCO,,
72520,PUEBLA,PUEBLA,LOS PINITOS,,
72000,PUEBLA,PUEBLA,CENTRO,,
72010,PUEBLA,PUEBLA,SANTA MARÍA LA RIVERA,,
72013,PUEBLA,PUEBLA,LAS HUERTAS,,
72014,PUEBLA,PUEBLA,ROSAS DEL TEPEYAC,,
72015,PUEBLA,PUEBLA,LA CANDELARIA,,
72016,PUEBLA,PUEBLA,JORGE MURAD MACLUF,,
72017,PUEBLA,PUEBLA,VILLA PARAÍSO,,
72019,PUEBLA,PUEBLA,PARQUE INDUSTRIAL 5 DE MAYO,,
72020,PUEBLA,PUEBLA,FRANCISCO VILLA,,
72023,PUEBLA,PUEBLA,ZONA CEMENTOS ATOYAC,,
72029,PUEBLA,PUEBLA,SAN RAFAEL PONIENTE,,
72030,PUEBLA,PUEBLA,SAN FELIPE HUEYOTLIPAN,,
72040,PUEBLA,PUEBLA,JESÚS GONZÁLEZ ORTÉGA,,
72044,PUEBLA,PUEBLA,SAN BERNARDO,,
72045,PUEBLA,PUEBLA,ZONA CAPU,,
72050,PUEBLA,PUEBLA,CLEOTILDE TORRES,,
72060,PUEBLA,PUEBLA,REAL DEL MONTE,,
72062,PUEBLA,PUEBLA,RANCHO POSADAS,,
72070,PUEBLA,PUEBLA,AQUILES SERDÁN,,
72080,PUEBLA,PUEBLA,MORELOS,,
72089,PUEBLA,PUEBLA,SAN ANTONIO,,
72090,PUEBLA,PUEBLA,JESÚS GARCÍA,,
72094,PUEBLA,PUEBLA,EL TAMBORCITO,,
72100,PUEBLA,PUEBLA,EL BOSCAJE,,
72103,PUEBLA,PUEBLA,SAN JUAN,,
72104,PUEBLA,PUEBLA,UNIDAD VOLKSWAGEN SUR,,
72105,PUEBLA,PUEBLA,ALBERTO DE LA FUENTE,,
72106,PUEBLA,PUEBLA,LOS ANGELES BARRANCA HONDA,,
72108,PUEBLA,PUEBLA,SAN JUAN TULCINGO,,
72110,PUEBLA,PUEBLA,CLUB DE GOLF LAS FUENTES,,
72114,PUEBLA,PUEBLA,LOS CIPRESES,,
72115,PUEBLA,PUEBLA,TEPETZINTLA,,
72120,PUEBLA,PUEBLA,LOS ARCOS SANTA CRUZ,,
72124,PUEBLA,PUEBLA,VISTA HERMOSA,,
72127,PUEBLA,PUEBLA,SAN JOSÉ CITLALTEPETL,,
72130,PUEBLA,PUEBLA,FRANCISCO I. MADERO,,
72135,PUEBLA,PUEBLA,LOS VERGELES,,
72140,PUEBLA,PUEBLA,AMOR,,
72150,PUEBLA,PUEBLA,INDEPENDENCIA,,
72154,PUEBLA,PUEBLA,LA LOMA (EJIDO ROMERO VARGAS,,
72160,PUEBLA,PUEBLA,REFORMA,,
72170,PUEBLA,PUEBLA,BELLO HORIZONTE,,
72176,PUEBLA,PUEBLA,ZAVALETA (ZAVALETA),,
72180,PUEBLA,PUEBLA,BELISARIO DOMÍNGUEZ,,
72189,PUEBLA,PUEBLA,UNIDAD PALMA,,
72190,PUEBLA,PUEBLA,ESTRELLA DEL SUR,,
72193,PUEBLA,PUEBLA,ANGELOPOLIS,,
72194,PUEBLA,PUEBLA,DEL ARTE,,
72197,PUEBLA,PUEBLA,REAL DE ZAVALETA,,
72200,PUEBLA,PUEBLA,REVOLUCIÓN MEXICANA,,
72210,PUEBLA,PUEBLA,MALINTZI,,
72219,PUEBLA,PUEBLA,LA JOSEFINA,,
72220,PUEBLA,PUEBLA,MARAVILLAS,,
72223,PUEBLA,PUEBLA,ESTACIÓN NUEVA,,
72225,PUEBLA,PUEBLA,PARQUE INDUSTRIAL PUEBLA 2000,,
72227,PUEBLA,PUEBLA,BENITO JUÁREZ,,
72228,PUEBLA,PUEBLA,INDIOS VERDES,,
72229,PUEBLA,PUEBLA,PRIMERO DE MAYO,,
72230,PUEBLA,PUEBLA,16 DE SEPTIEMBRE NORTE,,
72240,PUEBLA,PUEBLA,ADOLFO LÓPEZ MATEOS,,
72243,PUEBLA,PUEBLA,CUAUHTÉMOC,,
72250,PUEBLA,PUEBLA,OBRERA CAMPESINA,,
72260,PUEBLA,PUEBLA,ARBOLEDAS GUADALUPE,,
72266,PUEBLA,PUEBLA,JARDINES DE LOS FUERTES,,
72267,PUEBLA,PUEBLA,ARBOLEDAS SECCIÓN FUENTES,,
72270,PUEBLA,PUEBLA,AZTECA,,
72280,PUEBLA,PUEBLA,ALDAMA,,
72290,PUEBLA,PUEBLA,BUENOS AIRES,,
72300,PUEBLA,PUEBLA,JOAQUÍN COLOMBRES,,
72303,PUEBLA,PUEBLA,VILLA VERDE,,
72304,PUEBLA,PUEBLA,CAMINO A MANZANILLA,,
72307,PUEBLA,PUEBLA,BOSQUES DE MANZANILLA,,
72308,PUEBLA,PUEBLA,LA NUEVA RESURRECCIÓN,,
72309,PUEBLA,PUEBLA,INFONAVIT MANUEL RIVERA ANAYA,,
72310,PUEBLA,PUEBLA,CONJUNTO HABITACIONAL SAN ANDRÉS,,
72314,PUEBLA,PUEBLA,SAN ANTONIO ABAD,,
72320,PUEBLA,PUEBLA,CIUDAD SATÉLITE,,
72330,PUEBLA,PUEBLA,CRISTÓBAL COLÓN,,
72340,PUEBLA,PUEBLA,AMÉRICA NORTE,,
72350,PUEBLA,PUEBLA,GONZALO BAUTISTA O´FARRIL,,
72359,PUEBLA,PUEBLA,HUIXCOLOTERA,,
72360,PUEBLA,PUEBLA,PARAÍSO,,
72364,PUEBLA,PUEBLA,ÁLAMOS HARAS,,
72365,PUEBLA,PUEBLA,HISTORIADORES,,
72370,PUEBLA,PUEBLA,HUMBOLDT NORTE,,
72373,PUEBLA,PUEBLA,RESURGIMIENTO CD. NORTE,,
72377,PUEBLA,PUEBLA,LOS REMEDIOS,,
72380,PUEBLA,PUEBLA,DOS DE ABRIL,,
72390,PUEBLA,PUEBLA,EL ENCINAR 1RA. SECCIÓN,,
72400,PUEBLA,PUEBLA,EL VERGEL,,
72403,PUEBLA,PUEBLA,VILLA ERIKA,,
72410,PUEBLA,PUEBLA,BENITO JUÁREZ,,
72420,PUEBLA,PUEBLA,CHULA VISTA,,
72423,PUEBLA,PUEBLA,EL INGENIERO,,
72424,PUEBLA,PUEBLA,ALPHA 2,,
72425,PUEBLA,PUEBLA,GABRIEL PASTOR 2A SECCIÓN,,
72430,PUEBLA,PUEBLA,PRADOS AGUA AZUL,,
72440,PUEBLA,PUEBLA,EL CERRITO,,
72450,PUEBLA,PUEBLA,EL PARAÍSO,,
72453,PUEBLA,PUEBLA,BOSQUES DE ANGELOPOLIS,,
72456,PUEBLA,PUEBLA,EL MAYORAZGO,,
72459,PUEBLA,PUEBLA,BOSQUES DE ATOYAC,,
72460,PUEBLA,PUEBLA,CLUB DE GOLF MAYORAZGO,,
72464,PUEBLA,PUEBLA,LA CIMA,,
72468,PUEBLA,PUEBLA,CAMPESTRE MAYORAZGO,,
72470,PUEBLA,PUEBLA,GRANJAS DEL SUR,,
72474,PUEBLA,PUEBLA,16 DE SEPTIEMBRE SUR,,
72477,PUEBLA,PUEBLA,LOMA LINDA,,
72478,PUEBLA,PUEBLA,UNIDAD ALTA VISTA,,
72480,PUEBLA,PUEBLA,GRANJAS MAYORAZGO,,
72482,PUEBLA,PUEBLA,LAS MERCEDES II,,
72483,PUEBLA,PUEBLA,TRES CERRITOS,,
72484,PUEBLA,PUEBLA,PASEOS DEL RÍO,,
72490,PUEBLA,PUEBLA,2DA. AMPLIACIÓN GUADALUPE HIDALGO,,
72492,PUEBLA,PUEBLA,INFONAVIT SAN MIGUEL MAYORAZGO 1A SECCIÓN,,
72494,PUEBLA,PUEBLA,3RA AMPLIACIÓN GUADALUPE HIDALGO,,
72495,PUEBLA,PUEBLA,REAL DEL LAGO,,
72496,PUEBLA,PUEBLA,LOMAS DE SAN RAMÓN,,
72497,PUEBLA,PUEBLA,AMPLIACIÓN BALCONES DEL SUR,,
72498,PUEBLA,PUEBLA,PRADOS DEL SUR,,
72499,PUEBLA,PUEBLA,BALCONES DEL SUR,,
72500,PUEBLA,PUEBLA,BELLA VISTA,,
72501,PUEBLA,PUEBLA,AZCARATE,,
72503,PUEBLA,PUEBLA,BANDINI SECCIÓN,,
72504,PUEBLA,PUEBLA,PLAZA EUROPA,,
72505,PUEBLA,PUEBLA,ÁLVARO OBREGÓN,,
72510,PUEBLA,PUEBLA,JOSÉ LÓPEZ PORTILLO (CD.NIÑOS),,
72520,PUEBLA,PUEBLA,BOSQUES LA CALERA,,
72523,PUEBLA,PUEBLA,LOMAS DEL PEDREGAL,,
72530,PUEBLA,PUEBLA,ANZURES,,
72532,PUEBLA,PUEBLA,MARÍA LUISA,,
72533,PUEBLA,PUEBLA,ANTIGUA FRANCISCO VILLA,,
72534,PUEBLA,PUEBLA,HUEXOTITLA,,
72538,PUEBLA,PUEBLA,MOTOLINIA,,
72540,PUEBLA,PUEBLA,EL ESFUERZO NACIONAL,,
72543,PUEBLA,PUEBLA,ALSESECA,,
72550,PUEBLA,PUEBLA,LAS PALMAS,,
72560,PUEBLA,PUEBLA,INFONAVIT LA MARGARITA,,
72564,PUEBLA,PUEBLA,VILLA SATÉLITE CALERA,,
72565,PUEBLA,PUEBLA,VALLE DEL SOL,,
72567,PUEBLA,PUEBLA,VILLA CARMEL,,
72570,PUEBLA,PUEBLA,22 DE SEPTIEMBRE,,
72573,PUEBLA,PUEBLA,LOMAS SAN MIGUEL,,
72574,PUEBLA,PUEBLA,BRITANIA LA CALERA,,
72575,PUEBLA,PUEBLA,PASEOS DEL BOSQUE,,
72580,PUEBLA,PUEBLA,LAGULENA,,
72582,PUEBLA,PUEBLA,LAS AVES,,
72583,PUEBLA,PUEBLA,SAN RAFAEL XILOTZINGO,,
72584,PUEBLA,PUEBLA,JARDINES DE SANTIAGO,,
72587,PUEBLA,PUEBLA,GRANJAS SAN ISIDRO,,
72589,PUEBLA,PUEBLA,UNIVERSIDADES,,
72590,PUEBLA,PUEBLA,ARBOLEDAS DE SAN IGNACIO,,
72592,PUEBLA,PUEBLA,CIUDAD UNIVERSITARIA,,
72593,PUEBLA,PUEBLA,INFONAVIT SAN JOSÉ XILOTZINGO,,
72594,PUEBLA,PUEBLA,VISTA ALEGRE,,
72595,PUEBLA,PUEBLA,SANTO TOMÁS CHAUTLA,,
72596,PUEBLA,PUEBLA,CALDERÓN (CRUCERO EL OÁSIS),,
72597,PUEBLA,PUEBLA,BOSQUES DE CHAPULTEPEC,,
72599,PUEBLA,PUEBLA,BANUS,,
72900,PUEBLA,PUEBLA,SECCIÓN DÉCIMA DE SAN MIGUEL CANOA,,
72943,PUEBLA,PUEBLA,SAN MIGUEL ESPEJO,,
72960,PUEBLA,PUEBLA,SAN ANDRÉS AZUMIATLA,,
72967,PUEBLA,PUEBLA,SANTA CRUZ IXTLA,,
72971,PUEBLA,PUEBLA,LA PAZ TLAXCOLPAN,,
72973,PUEBLA,PUEBLA,SAN JOSÉ EL RINCÓN,,
72975,PUEBLA,PUEBLA,LIBERTAD TECOLA,,
72977,PUEBLA,PUEBLA,SAN JOSÉ EL AGUACATE,,
72978,PUEBLA,PUEBLA,SANTA MARÍA TZOCUILAC LA CANTERA,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,QUINTAS DE ATZALA,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,REAL DEL PEDREGAL,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,RINCONADA DE ATZALA,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,RINCONADA DE SAN ANDRÉS,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,DE SAN ANDRÉS,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,FLORAL,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,LOS SAPOS,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,REAL DE CHOLULA,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,SAN ANDRÉS,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,SAN MATEO,,
72803,PUEBLA,SAN ANDRÉS CHOLULA,CORTIJO SAN ANDRÉS,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,LA VIRGEN,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,SANTA TERESA,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,LÁZARO CÁRDENAS,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,VILLAS LOLITA,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,PASEOS DE CHOLULA,,
72805,PUEBLA,SAN ANDRÉS CHOLULA,LAS CUMBRES,,
